Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2000,Sydney,Boxing,Boxing,"KOTELNYK, Andriy",UKR,Men,57 - 60KG (Lightweight),Silver
2000,Sydney,Boxing,Boxing,"ALLALOU, Mohamed",ALG,Men,60 - 63.5KG (Light-Welterweight),Bronze
2000,Sydney,Boxing,Boxing,"ABDOOLLAYEV, Mahammatkodir",UZB,Men,60 - 63.5KG (Light-Welterweight),Gold
2000,Sydney,Boxing,Boxing,"GRUSAC, Vitalie",MDA,Men,63.5 - 67KG (Welterweight),Bronze
2000,Sydney,Boxing,Boxing,"SIMION, Dorel",ROU,Men,63.5 - 67KG (Welterweight),Bronze
2000,Sydney,Boxing,Boxing,"SAITOV, Oleg",RUS,Men,63.5 - 67KG (Welterweight),Gold
2000,Sydney,Boxing,Boxing,"THONGBURAN, Pornchai",THA,Men,67 - 71KG (Light-Middleweight),Bronze
2000,Sydney,Boxing,Boxing,"SIMION, Marian",ROU,Men,67 - 71KG (Light-Middleweight),Silver
2000,Sydney,Boxing,Boxing,"ALAKPAROV, Vugar",AZE,Men,71-75KG,Bronze
2000,Sydney,Boxing,Boxing,"ERDEI, Zsolt",HUN,Men,71-75KG,Bronze
2000,Sydney,Boxing,Boxing,"KRAJ, Rudolf",CZE,Men,75 - 81KG (Light-Heavyweight),Silver
2000,Sydney,Boxing,Boxing,"KOEBER, Sebastian",GER,Men,81 - 91KG (Heavyweight),Bronze
2000,Sydney,Boxing,Boxing,"TCHANTURIA, Vladimer",GEO,Men,81 - 91KG (Heavyweight),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"GILES, Stephen Cory",CAN,Men,C-1 1000M (Canoe Single),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"DITTMER, Andreas",GER,Men,C-1 1000M (Canoe Single),Gold
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BALCEIRO, Ledys Frank",CUB,Men,C-1 1000M (Canoe Single),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"DITTMER, Andreas",GER,Men,C-1 500M (Canoe Single),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KOLONICS, Gyorgy",HUN,Men,C-1 500M (Canoe Single),Gold
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"OPALEV, Maxim",RUS,Men,C-1 500M (Canoe Single),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"POPESCU, Florin",ROU,Men,C-2 1000M (Canoe Double),Gold
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"POPESCU, Florin",ROU,Men,C-2 500M (Canoe Double),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BARASZKIEWICZ, Pawel",POL,Men,C-2 500M (Canoe Double),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BRABANTS, Tim",GBR,Men,K-1 1000M (Kayak Single),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"HOLMANN, Knut",NOR,Men,K-1 1000M (Kayak Single),Gold
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"MERKOV, Petar",BUL,Men,K-1 1000M (Kayak Single),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KOLGANOV, Michael",ISR,Men,K-1 500M (Kayak Single),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BORCHERT, Katrin",AUS,Women,K-1 500M (Kayak Single),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"IDEM, Josefa",ITA,Women,K-1 500M (Kayak Single),Gold
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BRUNET, Caroline",CAN,Women,K-1 500M (Kayak Single),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BARTFAI, Krisztian",HUN,Men,K-2 1000M (Kayak Double),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"NILSSON, Henrik",SWE,Men,K-2 1000M (Kayak Double),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"COLLINS, Daniel",AUS,Men,K-2 500M (Kayak Double),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"PASTUSZKA, Aneta",POL,Women,K-2 500M (Kayak Double),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KOVACS, Katalin",HUN,Women,K-2 500M (Kayak Double),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BACH, Bjoern",GER,Men,K-4 1000M (Kayak Four),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"MINCIK, Juraj",SVK,Men,C-1 (Canoe Single),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"ESTANGUET, Tony",FRA,Men,C-1 (Canoe Single),Gold
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"MARTIKAN, Michal",SVK,Men,C-1 (Canoe Single),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"JIRAS, Marek",CZE,Men,C-2 (Canoe Double),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"HOCHSCHORNER, Pavol",SVK,Men,C-2 (Canoe Double),Gold
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"KOLOMANSKI, Krzysztof",POL,Men,C-2 (Canoe Double),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"FERRAZZI, Pierpaolo",ITA,Men,K-1 (Kayak Single),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"SCHMIDT, Thomas",GER,Men,K-1 (Kayak Single),Gold
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"RATCLIFFE, Paul",GBR,Men,K-1 (Kayak Single),Silver
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"BARDET, Anne-Lise",FRA,Women,K-1 (Kayak Single),Bronze
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"HILGERTOVA, Stepanka",CZE,Women,K-1 (Kayak Single),Gold
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"GUIBAL, Brigitte",FRA,Women,K-1 (Kayak Single),Silver
2000,Sydney,Cycling,Cycling Road,"KLODEN, Andreas",GER,Men,Individual Road Race,Bronze
2000,Sydney,Cycling,Cycling Road,"ULLRICH, Jan",GER,Men,Individual Road Race,Gold
2000,Sydney,Cycling,Cycling Road,"VINOKUROV, Alexandr",KAZ,Men,Individual Road Race,Silver
2000,Sydney,Cycling,Cycling Road,"ZILIUTE, Diana",LTU,Women,Individual Road Race,Bronze
2000,Sydney,Cycling,Cycling Road,"ZIJLAARD-VAN MOORSEL, Leontien",NED,Women,Individual Road Race,Gold
2000,Sydney,Cycling,Cycling Road,"KUPFERNAGEL, Hanka",GER,Women,Individual Road Race,Silver
2000,Sydney,Cycling,Cycling Road,"ARMSTRONG, Lance E.",USA,Men,Individual Time Trial,Bronze
2000,Sydney,Cycling,Cycling Road,"EKIMOV, Vyacheslav",RUS,Men,Individual Time Trial,Gold
2000,Sydney,Cycling,Cycling Road,"LONGO-CIPRELLI, Jeannie",FRA,Women,Individual Time Trial,Bronze
2000,Sydney,Cycling,Cycling Road,"HOLDEN, Mari",USA,Women,Individual Time Trial,Silver
2000,Sydney,Cycling,Cycling Track,"KELLY, Shane",AUS,Men,1KM Time Trial,Bronze
2000,Sydney,Cycling,Cycling Track,"QUEALLY, Jason",GBR,Men,1KM Time Trial,Gold
2000,Sydney,Cycling,Cycling Track,"NIMKE, Stefan",GER,Men,1KM Time Trial,Silver
2000,Sydney,Cycling,Cycling Track,"JIANG, Cuihua",CHN,Women,500M Time Trial,Bronze
2000,Sydney,Cycling,Cycling Track,"BALLANGER, Felicia",FRA,Women,500M Time Trial,Gold
2000,Sydney,Cycling,Cycling Track,"FERRIS, Michelle",AUS,Women,500M Time Trial,Silver
2000,Sydney,Cycling,Cycling Track,"BARTKO, Robert",GER,Men,Individual Pursuit,Gold
2000,Sydney,Cycling,Cycling Track,"MCGREGOR, Yvonne",GBR,Women,Individual Pursuit,Bronze
2000,Sydney,Cycling,Cycling Track,"ZIJLAARD-VAN MOORSEL, Leontien",NED,Women,Individual Pursuit,Gold
2000,Sydney,Cycling,Cycling Track,"CLIGNET, Marion",FRA,Women,Individual Pursuit,Silver
2000,Sydney,Cycling,Cycling Track,"FIEDLER, Jens",GER,Men,Keirin,Bronze
2000,Sydney,Cycling,Cycling Track,"MARTINELLO, Silvio",ITA,Men,Madison,Bronze
2000,Sydney,Cycling,Cycling Track,"AITKEN, Brett",AUS,Men,Madison,Gold
2000,Sydney,Cycling,Cycling Track,"DE WILDE, Etienne",BEL,Men,Madison,Silver
2000,Sydney,Cycling,Cycling Track,"HOY, Chris",GBR,Men,Olympic Sprint,Silver
2000,Sydney,Cycling,Cycling Track,"MARKOV, Alexei",RUS,Men,Points Race,Bronze
2000,Sydney,Cycling,Cycling Track,"LLANERAS, Joan",ESP,Men,Points Race,Gold
2000,Sydney,Cycling,Cycling Track,"WYNANTS, Milton Ariel",URU,Men,Points Race,Silver
2000,Sydney,Cycling,Cycling Track,"BELLUTTI, Antonella",ITA,Women,Points Race,Gold
2000,Sydney,Cycling,Cycling Track,"ZIJLAARD-VAN MOORSEL, Leontien",NED,Women,Points Race,Silver
2000,Sydney,Cycling,Cycling Track,"YANOVYCH, Iryna",UKR,Women,Sprint,Bronze
2000,Sydney,Cycling,Cycling Track,"GRISHINA, Oksana",RUS,Women,Sprint,Silver
2000,Sydney,Cycling,Cycling Track,"NOTHSTEIN, Marty",USA,Men,Sprint Indivual,Gold
2000,Sydney,Cycling,Cycling Track,"CHERNYAVSKYY, Sergiy",UKR,Men,Team Pursuit (4000M),Silver
2000,Sydney,Cycling,Mountain Bike,"SAUSER, Christoph",SUI,Men,Cross-Country,Bronze
2000,Sydney,Cycling,Mountain Bike,"MARTINEZ, Miguel",FRA,Men,Cross-Country,Gold
2000,Sydney,Cycling,Mountain Bike,"MEIRHAEGHE, Filip",BEL,Men,Cross-Country,Silver
2000,Sydney,Cycling,Mountain Bike,"FULLANA, Marga",ESP,Women,Cross-Country,Bronze
2000,Sydney,Cycling,Mountain Bike,"PEZZO, Paola",ITA,Women,Cross-Country,Gold
2000,Sydney,Cycling,Mountain Bike,"BLATTER, Barbara",SUI,Women,Cross-Country,Silver
2000,Sydney,Equestrian,Dressage,"SALZGEBER, Ulla",GER,Women,Individual,Bronze
2000,Sydney,Equestrian,Dressage,"VAN GRUNSVEN, Anky",NED,Women,Individual,Gold
2000,Sydney,Equestrian,Dressage,"WERTH, Isabell",GER,Women,Individual,Silver
2000,Sydney,Equestrian,Dressage,"DOVER, Robert",USA,Men,Team,Bronze
2000,Sydney,Equestrian,Dressage,"TEEUWISSEN, Arjen",NED,Men,Team,Silver
2000,Sydney,Equestrian,Dressage,"CAPELLMANN, Nadine",GER,Women,Team,Gold
2000,Sydney,Equestrian,Eventing,"TODD, Mark",NZL,Men,Individual,Bronze
2000,Sydney,Equestrian,Eventing,"O'CONNOR, David",USA,Men,Individual,Gold
2000,Sydney,Equestrian,Eventing,"HOY, Andrew",AUS,Men,Individual,Silver
2000,Sydney,Equestrian,Eventing,"O'CONNOR, David",USA,Men,Team,Bronze
2000,Sydney,Equestrian,Eventing,"DUTTON, Phillip",AUS,Men,Team,Gold
2000,Sydney,Equestrian,Eventing,"LAW, Leslie",GBR,Men,Team,Silver
2000,Sydney,Equestrian,Jumping,"ALEID, Khaled",KSA,Men,Individual,Bronze
2000,Sydney,Equestrian,Jumping,"DUBBELDAM, Jeroen",NED,Men,Individual,Gold
2000,Sydney,Equestrian,Jumping,"VOORN, Albert",NED,Men,Individual,Silver
2000,Sydney,Equestrian,Jumping,"AZEVEDO, Luiz Felipe",BRA,Men,Team,Bronze
2000,Sydney,Equestrian,Jumping,"BECKER, Otto",GER,Men,Team,Gold
2000,Sydney,Equestrian,Jumping,"FUCHS, Markus",SUI,Men,Team,Silver
2000,Sydney,Fencing,Fencing,"LEE, Sang-Ki",KOR,Men,Épée Individual,Bronze
2000,Sydney,Fencing,Fencing,"KOLOBKOV, Pavel",RUS,Men,Épée Individual,Gold
2000,Sydney,Fencing,Fencing,"OBRY, Hughes",FRA,Men,Épée Individual,Silver
2000,Sydney,Fencing,Fencing,"FLESSEL-COLOVIC, Laura",FRA,Women,Épée Individual,Bronze
2000,Sydney,Fencing,Fencing,"NAGY, Timea",HUN,Women,Épée Individual,Gold
2000,Sydney,Fencing,Fencing,"BUERKI, Gianna",SUI,Women,Épée Individual,Silver
2000,Sydney,Fencing,Fencing,"LOYOLA, Nelson",CUB,Men,Épée Team,Bronze
2000,Sydney,Fencing,Fencing,"MAZZONI, Angelo",ITA,Men,Épée Team,Gold
2000,Sydney,Fencing,Fencing,"LI, Na",CHN,Women,Épée Team,Bronze
2000,Sydney,Fencing,Fencing,"SHEVCHENKO, Dmitri",RUS,Men,Foil Individual,Bronze
2000,Sydney,Fencing,Fencing,"KIM, Young Ho",KOR,Men,Foil Individual,Gold
2000,Sydney,Fencing,Fencing,"BISSDORF, Ralf",GER,Men,Foil Individual,Silver
2000,Sydney,Fencing,Fencing,"TRILLINI, Giovanna",ITA,Women,Foil Individual,Bronze
2000,Sydney,Fencing,Fencing,"FERRARI, Jean-Noel",FRA,Men,Foil Team,Gold
2000,Sydney,Fencing,Fencing,"DONG, Zhaozhi",CHN,Men,Foil Team,Silver
2000,Sydney,Fencing,Fencing,"BAU, Sabine Christiane",GER,Women,Foil Team,Bronze
2000,Sydney,Fencing,Fencing,"GRUCHALA, Sylwia",POL,Women,Foil Team,Silver
2000,Sydney,Fencing,Fencing,"COVALIU, Mihai",ROU,Men,Sabre Individual,Gold
2000,Sydney,Football,Football,"ALVAREZ, Cristian",CHI,Men,Football,Bronze
2000,Sydney,Football,Football,"ABANDA ETONG, Patrice",CMR,Men,Football,Gold
2000,Sydney,Football,Football,"ALBELDA, David",ESP,Men,Football,Silver
2000,Sydney,Football,Football,"ANGERER, Nadine",GER,Women,Football,Bronze
2000,Sydney,Football,Football,"BEKKEVOLD, Kristin",NOR,Women,Football,Gold
2000,Sydney,Football,Football,"CHASTAIN, Brandi",USA,Women,Football,Silver
2000,Sydney,Gymnastics,Artistic G.,"PRODOUNOVA, Elena",RUS,Women,Balance Beam,Bronze
2000,Sydney,Gymnastics,Artistic G.,"LIU, Xuan",CHN,Women,Balance Beam,Gold
2000,Sydney,Gymnastics,Artistic G.,"LOBAZNIOUK, Ekaterina",RUS,Women,Balance Beam,Silver
2000,Sydney,Gymnastics,Artistic G.,"IOVTCHEV, Iordan",BUL,Men,Floor Exercises,Bronze
2000,Sydney,Gymnastics,Artistic G.,"VIHROVS, Igors",LAT,Men,Floor Exercises,Gold
2000,Sydney,Gymnastics,Artistic G.,"AMANAR, Simona",ROU,Women,Floor Exercises,Bronze
2000,Sydney,Gymnastics,Artistic G.,"ZAMOLODCHIKOVA, Elena",RUS,Women,Floor Exercises,Gold
2000,Sydney,Gymnastics,Artistic G.,"LEE, Joo Hyung",KOR,Men,Horizontal Bar,Bronze
2000,Sydney,Gymnastics,Artistic G.,"VARONIAN, Benjamin",FRA,Men,Horizontal Bar,Silver
2000,Sydney,Gymnastics,Artistic G.,"BERESH, Oleksandr",UKR,Men,Individual All-Round,Bronze
2000,Sydney,Gymnastics,Artistic G.,"YANG, Wey",CHN,Men,Individual All-Round,Silver
2000,Sydney,Gymnastics,Artistic G.,"LIU, Xuan",CHN,Women,Individual All-Round,Bronze
2000,Sydney,Gymnastics,Artistic G.,"AMANAR, Simona",ROU,Women,Individual All-Round,Gold
2000,Sydney,Gymnastics,Artistic G.,"OLARU, Maria",ROU,Women,Individual All-Round,Silver
2000,Sydney,Gymnastics,Artistic G.,"LEE, Joo Hyung",KOR,Men,Parallel Bars,Silver
2000,Sydney,Gymnastics,Artistic G.,"CSOLLANY, Szilveszter",HUN,Men,Rings,Gold
2000,Sydney,Gymnastics,Artistic G.,"TAMPAKOS, Dimosthenis",GRE,Men,Rings,Silver
2000,Sydney,Gymnastics,Artistic G.,"BERESH, Oleksandr",UKR,Men,Team Competition,Silver
2000,Sydney,Gymnastics,Artistic G.,"CHOW, Amy",USA,Women,Team Competition,Bronze
2000,Sydney,Gymnastics,Artistic G.,"BLANIK, Leszek",POL,Men,Vault,Bronze
2000,Sydney,Gymnastics,Artistic G.,"DEFERR, Gervasio",ESP,Men,Vault,Gold
2000,Sydney,Gymnastics,Rhythmic G.,"AINDILI, Eirini",GRE,Women,Group Competition,Bronze
2000,Sydney,Gymnastics,Rhythmic G.,"BELOVA, Irina",RUS,Women,Group Competition,Gold
2000,Sydney,Gymnastics,Rhythmic G.,"ANANKO, Tatyana",BLR,Women,Group Competition,Silver
2000,Sydney,Gymnastics,Rhythmic G.,"KABAEVA, Alina",RUS,Women,Individual All-Round,Bronze
2000,Sydney,Gymnastics,Trampoline,"TURGEON, Mathieu",CAN,Men,Individual,Bronze
2000,Sydney,Gymnastics,Trampoline,"MOSKALENKO, Alexander",RUS,Men,Individual,Gold
2000,Sydney,Gymnastics,Trampoline,"WALLACE, Ji",AUS,Men,Individual,Silver
2000,Sydney,Gymnastics,Trampoline,"TSYHULEVA, Oksana",UKR,Women,Individual,Silver
2000,Sydney,Handball,Handball,"BARRUFET, David",ESP,Men,Handball,Bronze
2000,Sydney,Handball,Handball,"FILIPPOV, Dmitriy",RUS,Men,Handball,Gold
2000,Sydney,Handball,Handball,"ANDERSSON, Magnus",SWE,Men,Handball,Silver
2000,Sydney,Handball,Handball,"BJERKRHEIM, Susann Goksoer",NOR,Women,Handball,Bronze
2000,Sydney,Handball,Handball,"ANDERSEN, Camilla",DEN,Women,Handball,Gold
2000,Sydney,Handball,Handball,"BALOGH, Beatrix",HUN,Women,Handball,Silver
2000,Sydney,Hockey,Hockey,"BRENNAN, Michael",AUS,Men,Hockey,Bronze
2000,Sydney,Hockey,Hockey,"BRINKMAN, Jacques",NED,Men,Hockey,Gold
2000,Sydney,Hockey,Hockey,"HAN, Hyung-Bae",KOR,Men,Hockey,Silver
2000,Sydney,Hockey,Hockey,"BOOIJ, Minke",NED,Women,Hockey,Bronze
2000,Sydney,Hockey,Hockey,"ALLEN, Katie",AUS,Women,Hockey,Gold
2000,Sydney,Hockey,Hockey,"AICEGA, Magdalena",ARG,Women,Hockey,Silver
2000,Sydney,Judo,Judo,"GRADANTE, Anna-Maria",GER,Women,- 48KG (Extra-Lightweight),Bronze
2000,Sydney,Judo,Judo,"SIMONS, Ann",BEL,Women,- 48KG (Extra-Lightweight),Bronze
2000,Sydney,Judo,Judo,"TANI, Ryoko",JPN,Women,- 48KG (Extra-Lightweight),Gold
2000,Sydney,Judo,Judo,"BROULETOVA, Lioubov",RUS,Women,- 48KG (Extra-Lightweight),Silver
2000,Sydney,Judo,Judo,"POULOT RAMOS, Manolo",CUB,Men,- 60 KG,Bronze
2000,Sydney,Judo,Judo,"SMAGULOV, Aidyn",KGZ,Men,- 60 KG,Bronze
2000,Sydney,Judo,Judo,"JUNG, Bu-Kyung",KOR,Men,- 60 KG,Silver
2000,Sydney,Judo,Judo,"PERTELSON, Indrek",EST,Men,+ 100KG (Heavyweight),Bronze
2000,Sydney,Judo,Judo,"TMENOV, Tamerlan",RUS,Men,+ 100KG (Heavyweight),Bronze
2000,Sydney,Judo,Judo,"DOUILLET, David",FRA,Men,+ 100KG (Heavyweight),Gold
2000,Sydney,Judo,Judo,"SHINOHARA, Shinichi",JPN,Men,+ 100KG (Heavyweight),Silver
2000,Sydney,Judo,Judo,"KIM, Seon-Young",KOR,Women,+ 78KG (Heavyweight),Bronze
2000,Sydney,Judo,Judo,"YAMASHITA, Mayumi",JPN,Women,+ 78KG (Heavyweight),Bronze
2000,Sydney,Judo,Judo,"YUAN, Hua",CHN,Women,+ 78KG (Heavyweight),Gold
2000,Sydney,Judo,Judo,"BELTRAN, Daima Mayelis",CUB,Women,+ 78KG (Heavyweight),Silver
2000,Sydney,Judo,Judo,"KYE, Sun Hui",PRK,Women,48 - 52KG (Half-Lightweight),Bronze
2000,Sydney,Judo,Judo,"LIU, Yuxiang",CHN,Women,48 - 52KG (Half-Lightweight),Bronze
2000,Sydney,Judo,Judo,"VERDECIA, Legna",CUB,Women,48 - 52KG (Half-Lightweight),Gold
2000,Sydney,Judo,Judo,"PEKLI, Maria",AUS,Women,52 - 57KG (Lightweight),Bronze
2000,Sydney,Judo,Judo,"FERNANDEZ, Isabel",ESP,Women,52 - 57KG (Lightweight),Gold
2000,Sydney,Judo,Judo,"LI, Shufang",CHN,Women,57 - 63KG (Half-Middleweight),Silver
2000,Sydney,Judo,Judo,"GIOVINAZZO, Girolamo",ITA,Men,60 - 66KG (Half-Lightweight),Bronze
2000,Sydney,Judo,Judo,"VAZAGASHVILI, Giorgi",GEO,Men,60 - 66KG (Half-Lightweight),Bronze
2000,Sydney,Judo,Judo,"OZKAN, Huseyin",TUR,Men,60 - 66KG (Half-Lightweight),Gold
2000,Sydney,Judo,Judo,"BENBOUDAOUD, Larbi",FRA,Men,60 - 66KG (Half-Lightweight),Silver
2000,Sydney,Judo,Judo,"HOWEY, Kate",GBR,Women,63 - 70KG (Middleweight),Silver
2000,Sydney,Judo,Judo,"LARYUKOV, Anatoly",BLR,Men,66 - 73KG (Lightweight),Bronze
2000,Sydney,Judo,Judo,"ZELONIJS, Vsevolods",LAT,Men,66 - 73KG (Lightweight),Bronze
2000,Sydney,Judo,Judo,"MADDALONI, Giuseppe",ITA,Men,66 - 73KG (Lightweight),Gold
2000,Sydney,Judo,Judo,"CAMILO, Tiago",BRA,Men,66 - 73KG (Lightweight),Silver
2000,Sydney,Judo,Judo,"RICHTER, Simona Marcela",ROU,Women,70 - 78KG (Half-Heavyweight),Bronze
2000,Sydney,Judo,Judo,"DELGADO, Nuno",POR,Men,73 - 81KG (Half-Middleweight),Bronze
2000,Sydney,Judo,Judo,"DEMONTFAUCON, Frederic",FRA,Men,81 - 90KG (Middleweight),Bronze
2000,Sydney,Judo,Judo,"MASHURENKO, Ruslan",UKR,Men,81 - 90KG (Middleweight),Bronze
2000,Sydney,Judo,Judo,"HUIZINGA, Mark",NED,Men,81 - 90KG (Middleweight),Gold
2000,Sydney,Judo,Judo,"GILL, Nicolas",CAN,Men,90 - 100KG (Half-Heavyweight),Silver
2000,Sydney,Modern Pentathlon,Modern Pentath.,"DOVGAL, Pavel",BLR,Men,Individual Competition,Bronze
2000,Sydney,Modern Pentathlon,Modern Pentath.,"SVATKOVSKIY, Dmitri",RUS,Men,Individual Competition,Gold
2000,Sydney,Modern Pentathlon,Modern Pentath.,"BALOGH, Gabor",HUN,Men,Individual Competition,Silver
2000,Sydney,Modern Pentathlon,Modern Pentath.,"ALLENBY, Kate",GBR,Women,Individual Competition,Bronze
2000,Sydney,Modern Pentathlon,Modern Pentath.,"COOK, Stephanie",GBR,Women,Individual Competition,Gold
2000,Sydney,Modern Pentathlon,Modern Pentath.,"DE RIEL, Emily",USA,Women,Individual Competition,Silver
2000,Sydney,Rowing,Rowing,"LONG, Matthew",AUS,Men,Coxless Pair (2-),Bronze
2000,Sydney,Rowing,Rowing,"ANDRIEUX, Michel",FRA,Men,Coxless Pair (2-),Gold
2000,Sydney,Rowing,Rowing,"BEA, Sebastian",USA,Men,Coxless Pair (2-),Silver
2000,Sydney,Rowing,Rowing,"CALABRESE, Giovanni",ITA,Men,Double Sculls (2X),Bronze
2000,Sydney,Rowing,Rowing,"COP, Iztok",SLO,Men,Double Sculls (2X),Gold
2000,Sydney,Rowing,Rowing,"BEKKEN, Fredrik",NOR,Men,Double Sculls (2X),Silver
2000,Sydney,Rowing,Rowing,"POPLAVSKAJA, Kristina",LTU,Women,Double Sculls (2X),Bronze
2000,Sydney,Rowing,Rowing,"BORON, Kathrin",GER,Women,Double Sculls (2X),Gold
2000,Sydney,Rowing,Rowing,"VAN DISHOECK, Pieta",NED,Women,Double Sculls (2X),Silver
2000,Sydney,Rowing,Rowing,"BORASKA, Igor",CRO,Men,Eight With Coxswain (8+),Bronze
2000,Sydney,Rowing,Rowing,"ATTRILL, Louis",GBR,Men,Eight With Coxswain (8+),Gold
2000,Sydney,Rowing,Rowing,"BURKE, Daniel",AUS,Men,Eight With Coxswain (8+),Silver
2000,Sydney,Rowing,Rowing,"ALEXANDER, Buffy",CAN,Women,Eight With Coxswain (8+),Bronze
2000,Sydney,Rowing,Rowing,"ANDRUNACHE, Georgeta",ROU,Women,Eight With Coxswain (8+),Gold
2000,Sydney,Rowing,Rowing,"CARBONCINI, Lorenzo",ITA,Men,Four Without Coxswain (4-),Silver
2000,Sydney,Rowing,Rowing,"EBBESEN, Eskild Balschmidt",DEN,Men,Lightweight Coxless Four (4-),Bronze
2000,Sydney,Rowing,Rowing,"CHAPELLE, Thibaud",FRA,Men,Lightweight Double Sculls (2X),Bronze
2000,Sydney,Rowing,Rowing,"KUCHARSKI, Tomasz",POL,Men,Lightweight Double Sculls (2X),Gold
2000,Sydney,Rowing,Rowing,"COLLINS, Christine",USA,Women,Lightweight Double Sculls (2X),Bronze
2000,Sydney,Rowing,Rowing,"BLASBERG, Claudia",GER,Women,Lightweight Double Sculls (2X),Silver
2000,Sydney,Rowing,Rowing,"GEISLER, Marco",GER,Men,Quadruple Sculls Without Coxswain (4X),Bronze
2000,Sydney,Rowing,Rowing,"ABBAGNALE, Agostino",ITA,Men,Quadruple Sculls Without Coxswain (4X),Gold
2000,Sydney,Rowing,Rowing,"DORODNOVA, Oxana",RUS,Women,Quadruple Sculls Without Coxswain (4X),Bronze
2000,Sydney,Rowing,Rowing,"BATTEN, Guin",GBR,Women,Quadruple Sculls Without Coxswain (4X),Silver
2000,Sydney,Rowing,Rowing,"WADDELL, Rob",NZL,Men,Single Sculls (1X),Gold
2000,Sydney,Rowing,Rowing,"MUELLER, Xeno",SUI,Men,Single Sculls (1X),Silver
2000,Sydney,Rowing,Rowing,"KARSTEN, Ekaterina",BLR,Women,Single Sculls (1X),Gold
2000,Sydney,Rowing,Rowing,"NEYKOVA, Rumyana",BUL,Women,Single Sculls (1X),Silver
2000,Sydney,Sailing,Sailing,"CONTE, Javier",ARG,Men,470 - Two Person Dinghy,Bronze
2000,Sydney,Sailing,Sailing,"KING, Tom",AUS,Men,470 - Two Person Dinghy,Gold
2000,Sydney,Sailing,Sailing,"FOERSTER, Paul",USA,Men,470 - Two Person Dinghy,Silver
2000,Sydney,Sailing,Sailing,"PAKHOLCHIK, Olena",UKR,Women,470 - Two Person Dinghy,Bronze
2000,Sydney,Sailing,Sailing,"MCKEE, Charles",USA,Men,49Er - Skiff,Bronze
2000,Sydney,Sailing,Sailing,"JARVI, Jyrki",FIN,Men,49Er - Skiff,Gold
2000,Sydney,Sailing,Sailing,"BARKER, Ian",GBR,Men,49Er - Skiff,Silver
2000,Sydney,Sailing,Sailing,"MCINTOSH, Aaron",NZL,Men,Board (Mistral),Bronze
2000,Sydney,Sailing,Sailing,"SIEBER, Christoph",AUT,Men,Board (Mistral),Gold
2000,Sydney,Sailing,Sailing,"ESPINOLA, Carlos",ARG,Men,Board (Mistral),Silver
2000,Sydney,Sailing,Sailing,"SENSINI, Alessandra",ITA,Women,Board (Mistral),Gold
2000,Sydney,Sailing,Sailing,"LUX, Amelie",GER,Women,Board (Mistral),Silver
2000,Sydney,Sailing,Sailing,"DAVIS, Paul",NOR,Men,Fleet/Match Race Keelboat Open (Soling),Bronze
2000,Sydney,Sailing,Sailing,"BANK, Jesper",DEN,Men,Fleet/Match Race Keelboat Open (Soling),Gold
2000,Sydney,Sailing,Sailing,"ROBERTSON, Shirley",GBR,Women,Single-Handed Dinghy (Europe),Gold
2000,Sydney,Sailing,Sailing,"MATTHIJSSE, Margriet",NED,Women,Single-Handed Dinghy (Europe),Silver
